,DateOfBirth,DateOfDeath,FirstName,GenderAsString,ID,Language,LastName,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NativeLanguage,NumberOfChildren,OfficialName,PersonIdCode,PersonNumber,PlaceOfBirthCanton,PlaceOfBirthCity,Title,TitleText
690,1868-09-07T00:00:00,1935-03-31T00:00:00,Albert,m,2144,FR,Geser,,,,,2015-05-17T21:18:19.387,,,,,2144,,,,
691,1902-09-26T00:00:00,1978-08-05T00:00:00,Arnold,m,2145,FR,Gfeller,,,,,2015-05-17T21:18:19.387,,,,,2145,,,,
692,1897-10-02T00:00:00,1967-11-12T00:00:00,Hans,m,2146,FR,Gfeller,,,,,2015-05-17T21:18:19.387,,,,,2146,,,,
693,1810-10-19T00:00:00,1871-12-02T00:00:00,Johann Ulrich,m,2147,FR,Gfeller,,,,,2015-05-17T21:18:19.387,,,,,2147,,,,
694,1920-11-26T00:00:00,1972-10-26T00:00:00,Ugo,m,2148,FR,Gianella,,,,,2015-05-17T21:18:19.387,,,,,2148,,,,
695,1898-03-16T00:00:00,1964-06-26T00:00:00,Fritz,m,2149,FR,Giovanoli,,,,,2015-05-17T21:18:19.387,,,,,2149,,,,
696,1819-02-06T00:00:00,1900-04-10T00:00:00,Ami,m,2150,FR,Girard,,,,,2015-05-17T21:18:19.387,,,,,2150,,,,
697,1815-10-09T00:00:00,1890-06-25T00:00:00,Joseph,m,2151,FR,Girard,,,,,2015-05-17T21:18:19.387,,,,,2151,,,,
698,1905-04-10T00:00:00,1978-09-19T00:00:00,Julien,m,2152,FR,Girard,,,,,2015-05-17T21:18:19.387,,,,,2152,,,,
699,1835-01-01T00:00:00,1905-01-01T00:00:00,Charles-Amédée,m,2153,FR,Girod,,,,,2015-05-17T21:18:19.387,,,,,2153,,,,
700,1860-12-31T00:00:00,1927-08-09T00:00:00,Eugène,m,2154,FR,Girod,,,,,2015-05-17T21:18:19.387,,,,,2154,,,,
701,1896-12-09T00:00:00,1963-03-16T00:00:00,Emile,m,2155,FR,Giroud,,,,,2015-05-17T21:18:19.387,,,,,2155,,,,
702,1848-12-04T00:00:00,1902-02-27T00:00:00,Joseph,m,2156,FR,Gisi,,,,,2015-05-17T21:18:19.387,,,,,2156,,,,
703,1900-06-04T00:00:00,1965-06-21T00:00:00,Valentin,m,2157,FR,Gitermann,,,,,2015-05-17T21:18:19.387,,,,,2157,,,,
704,1908-01-30T00:00:00,1974-10-20T00:00:00,Jacques,m,2158,FR,Glarner,,,,,2015-05-17T21:18:19.387,,,,,2158,,,,
705,1918-07-03T00:00:00,1982-07-17T00:00:00,Gérard,m,2159,FR,Glasson,,,,,2015-05-17T21:18:19.387,,,,,2159,,,,
706,1878-12-08T00:00:00,1952-09-02T00:00:00,James,m,2160,FR,Glasson,,,,,2015-05-17T21:18:19.387,,,,,2160,,,,
707,1817-12-27T00:00:00,1864-05-30T00:00:00,Nicolas-L.,m,2161,FR,Glasson,,,,,2015-05-17T21:18:19.387,,,,,2161,,,,
708,1907-04-28T00:00:00,1991-05-04T00:00:00,Pierre,m,2162,FR,Glasson,,,,,2015-05-17T21:18:19.387,,,,,2162,,,,
709,1913-10-08T00:00:00,1982-06-11T00:00:00,Karl,m,2163,FR,Glatthard,,,,,2015-05-17T21:18:19.387,,,,,2163,,,,
710,1884-04-05T00:00:00,1944-06-04T00:00:00,Adolf,m,2164,FR,Gloor,,,,,2015-05-17T21:18:19.387,,,,,2164,,,,
711,1893-11-14T00:00:00,1964-05-30T00:00:00,Ernest,m,2165,FR,Gloor,,,,,2015-05-17T21:18:19.387,,,Gloor Ernest,,2165,,,,
712,1904-12-20T00:00:00,1989-12-09T00:00:00,Walter,m,2166,FR,Gloor,,,,,2015-05-17T21:18:19.387,,,,,2166,,,,
713,1844-10-09T00:00:00,1899-04-23T00:00:00,Josef Anton,m,2167,FR,Glutz,,,,,2015-05-17T21:18:19.387,,,,,2167,,,,
714,1800-06-21T00:00:00,1867-01-07T00:00:00,Dominik,m,2168,FR,Gmür,,,,,2015-05-17T21:18:19.387,,,,,2168,,,,
715,1808-10-22T00:00:00,1877-08-12T00:00:00,Leonhard,m,2169,FR,Gmür,,,,,2015-05-17T21:18:19.387,,,,,2169,,,,
716,1878-12-10T00:00:00,1939-02-24T00:00:00,Gottfried,m,2170,FR,Gnägi,,,,,2015-05-17T21:18:19.387,,,,,2170,,,,
717,1917-08-03T00:00:00,1985-04-20T00:00:00,Rudolf,m,2171,FR,Gnägi,,,,,2015-05-17T21:18:19.387,,,Gnägi,,2171,,,,
718,1843-05-21T00:00:00,1914-03-16T00:00:00,Albert,m,2172,FR,Gobat,,,,,2015-05-17T21:18:19.387,,,,,2172,,,,
719,1858-12-05T00:00:00,1921-11-19T00:00:00,Maurice,m,2173,FR,Goetschel,,,,,2015-05-17T21:18:19.387,,,Goetschel,,2173,,,,
720,1877-04-21T00:00:00,1951-06-22T00:00:00,Paul,m,2174,FR,Golay,,,,,2015-05-17T21:18:19.387,,,,,2174,,,,
721,1852-07-07T00:00:00,1900-07-14T00:00:00,Donat L.,m,2175,FR,Golaz,,,,,2015-05-17T21:18:19.387,,,,,2175,,,,
722,1841-09-08T00:00:00,1896-10-19T00:00:00,Karl Friedrich,m,2176,FR,Good,,,,,2015-05-17T21:18:19.387,,,,,2176,,,,
723,1830-11-01T00:00:00,1897-12-07T00:00:00,Wilhelm,m,2177,FR,Good,,,,,2015-05-17T21:18:19.387,,,,,2177,,,,
724,1879-10-30T00:00:00,1950-04-30T00:00:00,Charles,m,2178,FR,Gorgerat,,,,,2015-05-17T21:18:19.387,,,Gorgerat,,2178,,,,
725,1837-03-28T00:00:00,1896-07-12T00:00:00,Chr. Friedrich,m,2179,FR,Göttisheim,,,,,2015-05-17T21:18:19.387,,,,,2179,,,,
726,1863-06-16T00:00:00,1938-01-01T00:00:00,Emil,m,2180,FR,Göttisheim,,,,,2015-05-17T21:18:19.387,,,,,2180,,,,
727,1802-09-09T00:00:00,1868-12-15T00:00:00,Fr.-Xavier,m,2181,FR,Gottofrey,,,,,2015-05-17T21:18:19.387,,,,,2181,,,,
728,1862-05-25T00:00:00,1919-07-21T00:00:00,Vincent,m,2182,FR,Gottofrey,,,,,2015-05-17T21:18:19.387,,,,,2182,,,,
729,1865-06-16T00:00:00,1953-02-19T00:00:00,Jules-Edouard,m,2183,FR,Gottret,,,,,2015-05-17T21:18:19.387,,,,,2183,,,,
730,1875-05-30T00:00:00,1956-07-30T00:00:00,Ernest-Paul,m,2184,FR,Graber,,,,,2015-05-17T21:18:19.387,,,,,2184,,,,
731,1908-12-06T00:00:00,2003-07-19T00:00:00,Pierre,m,2185,FR,Graber,,,,,2015-05-17T21:18:19.387,F,,Graber Pierre,,2185,,,,
732,1902-09-26T00:00:00,1980-11-14T00:00:00,Adolphe,m,2186,FR,Graedel,,,,,2015-05-17T21:18:19.387,,,,,2186,,,,
733,1821-11-15T00:00:00,1898-07-19T00:00:00,Christian,m,2187,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2187,,,,
734,1890-02-25T00:00:00,1955-04-25T00:00:00,Emil,m,2188,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2188,,,,
735,1877-01-15T00:00:00,1940-04-03T00:00:00,Ernst Otto,m,2189,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2189,,,,
736,1893-07-30T00:00:00,1965-06-02T00:00:00,Hermann,m,2190,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2190,,,,
737,1824-07-24T00:00:00,1887-01-10T00:00:00,Jakob B.,m,2191,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2191,,,,
738,1919-10-12T00:00:00,1996-06-04T00:00:00,Konrad,m,2192,FR,Graf,,,,,2015-05-17T21:18:19.387,,,,,2192,,,,
739,1870-10-22T00:00:00,1937-03-27T00:00:00,Eugène,m,2193,FR,Grand,,,,,2015-05-17T21:18:19.387,,,,,2193,,,,
740,1843-12-25T00:00:00,1909-03-15T00:00:00,Louis,m,2194,FR,Grand,,,,,2015-05-17T21:18:19.387,,,,,2194,,,,
741,1803-12-14T00:00:00,1879-03-21T00:00:00,Henri,m,2195,FR,Grandjean,,,,,2015-05-17T21:18:19.387,,,,,2195,,,,
742,1828-06-17T00:00:00,1889-03-29T00:00:00,Jules,m,2196,FR,Grandjean,,,,,2015-05-17T21:18:19.387,,,,,2196,,,,
743,1901-07-11T00:00:00,1975-06-05T00:00:00,Jules,m,2197,FR,Grandjean,,,,,2015-05-17T21:18:19.387,,,,,2197,,,,
744,1806-06-08T00:00:00,1876-11-08T00:00:00,Louis,m,2198,FR,Grandpierre,,,,,2015-05-17T21:18:19.387,,,,,2198,,,,
745,1915-05-05T00:00:00,1982-03-29T00:00:00,Josias,m,2199,FR,Grass,,,,,2015-05-17T21:18:19.387,,,Grass,,2199,,,,
746,1839-02-20T00:00:00,1907-02-19T00:00:00,Jean-Baptist,m,2200,FR,Graven,,,,,2015-05-17T21:18:19.387,,,,,2200,,,,
747,1903-09-19T00:00:00,1983-01-19T00:00:00,Alois,m,2201,FR,Grendelmeier,,,,,2015-05-17T21:18:19.387,,,,,2201,,,,
748,1896-11-20T00:00:00,1965-07-09T00:00:00,Jean,m,2202,FR,Gressot,,,,,2015-05-17T21:18:19.387,,,,,2202,,,,
749,1842-04-09T00:00:00,1925-11-08T00:00:00,Hermann,m,2203,FR,Greulich,,,,,2015-05-17T21:18:19.387,,,Greulich,,2203,,Breslau,,
750,1845-10-16T00:00:00,1928-10-01T00:00:00,Ernst Aug.,m,2204,FR,Grieb,,,,,2015-05-17T21:18:19.387,,,,,2204,,,,
751,1863-01-03T00:00:00,1938-01-13T00:00:00,Albert,m,2205,FR,Grieder,,,,,2015-05-17T21:18:19.387,,,,,2205,,,,
752,1846-04-23T00:00:00,1928-10-25T00:00:00,Robert,m,2206,FR,Grieshaber,,,,,2015-05-17T21:18:19.387,,,Grieshaber,,2206,,,,
753,1808-01-01T00:00:00,1867-07-25T00:00:00,Jos.-Hyacinthe,m,2207,FR,Grillet,,,,,2015-05-17T21:18:19.387,,,,,2207,,,,
754,1881-04-16T00:00:00,1958-03-08T00:00:00,Robert,m,2208,FR,Grimm,,,,,2015-05-17T21:18:19.387,,,Grimm,,2208,,,,
755,1806-01-10T00:00:00,1881-02-04T00:00:00,Daniel-Salomon,m,2209,FR,Grivaz,,,,,2015-05-17T21:18:19.387,,,,,2209,,,,
756,1910-04-24T00:00:00,1984-11-29T00:00:00,Ernst,m,2210,FR,Grob,,,,,2015-05-17T21:18:19.387,,,,,2210,,,,
757,1864-10-24T00:00:00,1930-07-23T00:00:00,J.-F.-Henri,m,2211,FR,Grobet,,,,,2015-05-17T21:18:19.387,,,,,2211,,,,
758,1834-06-09T00:00:00,1898-03-21T00:00:00,L. Arnold,m,2212,FR,Grosjean,,,,,2015-05-17T21:18:19.387,,,,,2212,,,,
759,1872-05-25T00:00:00,1935-12-10T00:00:00,Achille-Tell,m,2213,FR,Grospierre,,,,,2015-05-17T21:18:19.387,,,,,2213,,,,
760,1872-05-16T00:00:00,1964-01-03T00:00:00,Emile,m,2214,FR,Gross,,,,,2015-05-17T21:18:19.387,,,,,2214,,,,
761,1834-04-11T00:00:00,1878-07-20T00:00:00,Louis,m,2215,FR,Gross,,,,,2015-05-17T21:18:19.387,,,Gross Louis,,2215,,,,
762,1840-09-23T00:00:00,1929-08-31T00:00:00,Adolf,m,2216,FR,Grubenmann,,,,,2015-05-17T21:18:19.387,,,,,2216,,,,
763,1873-06-06T00:00:00,1971-05-25T00:00:00,Emil,m,2217,FR,Grünenfelder,,,,,2015-05-17T21:18:19.387,,,,,2217,,,,
764,1819-02-18T00:00:00,1873-07-18T00:00:00,Joh. Heinrich,m,2218,FR,Grunholzer,,,,,2015-05-17T21:18:19.387,,,,,2218,,,,
765,1923-04-29T00:00:00,1977-11-11T00:00:00,Peter,m,2219,FR,Grünig,,,,,2015-05-17T21:18:19.387,,,,,2219,,,,
766,1907-06-06T00:00:00,1964-12-11T00:00:00,Alfred,m,2220,FR,Grütter,,,,,2015-05-17T21:18:19.387,,,,,2220,,,,
767,1901-09-02T00:00:00,1984-05-29T00:00:00,Fritz,m,2221,FR,Grütter,,,,,2015-05-17T21:18:19.387,,,,,2221,,,,
768,1900-09-10T00:00:00,1975-02-07T00:00:00,Hugo,m,2222,FR,Gschwind,,,,,2015-05-17T21:18:19.387,,,,,2222,,,,
769,1854-04-22T00:00:00,1904-04-28T00:00:00,Stephan,m,2223,FR,Gschwind,,,,,2015-05-17T21:18:19.387,,,,,2223,,,,
770,1852-01-09T00:00:00,1921-08-30T00:00:00,Arnold,m,2224,FR,Gugelmann,,,,,2015-05-17T21:18:19.387,,,,,2224,,,,
771,1829-05-08T00:00:00,1898-11-11T00:00:00,Joh. Friedrich,m,2225,FR,Gugelmann,,,,,2015-05-17T21:18:19.387,,,,,2225,,,,
772,1911-06-28T00:00:00,1993-04-22T00:00:00,Ernst,m,2226,FR,Gugerli,,,,,2015-05-17T21:18:19.387,,,,,2226,,,,
773,1901-11-14T00:00:00,1987-12-23T00:00:00,Giulio,m,2227,FR,Guglielmetti,,,,,2015-05-17T21:18:19.387,,,,,2227,,,,
774,1901-04-09T00:00:00,1991-01-24T00:00:00,André,m,2228,FR,Guinand,,,,,2015-05-17T21:18:19.387,,,,,2228,,,,
775,1911-06-12T00:00:00,1998-07-13T00:00:00,Louis,m,2229,FR,Guisan,,,,,2015-05-17T21:18:19.387,,,,,2229,,,,
776,1811-04-11T00:00:00,1898-01-22T00:00:00,Josef,m,2230,FR,Guldin,,,,,2015-05-17T21:18:19.387,,,,,2230,,,,
777,1894-08-11T00:00:00,1981-11-27T00:00:00,Leo,m,2231,FR,Guntern,,,,,2015-05-17T21:18:19.387,,,,,2231,,,,
778,1872-07-23T00:00:00,1933-12-08T00:00:00,Eduard,m,2232,FR,Guntli,,,,,2015-05-17T21:18:19.387,,,,,2232,,,,
779,1816-06-24T00:00:00,1871-04-20T00:00:00,Sevorino,m,2233,FR,Guscetti,,,,,2015-05-17T21:18:19.387,,,,,2233,,,,
780,1890-02-11T00:00:00,1953-08-29T00:00:00,Theodor,m,2234,FR,Gut,,,,,2015-05-17T21:18:19.387,,,,,2234,,,,
781,1917-05-18T00:00:00,1999-02-27T00:00:00,Theodor,m,2235,FR,Gut,,,,,2015-05-17T21:18:19.387,,,,,2235,,,,
782,1866-06-12T00:00:00,1926-06-26T00:00:00,Jakob,m,2236,FR,Gutknecht,,,,,2015-05-17T21:18:19.387,,,,,2236,,,,
783,1889-02-09T00:00:00,1956-06-08T00:00:00,Samuel,m,2237,FR,Gutknecht,,,,,2015-05-17T21:18:19.387,,,,,2237,,,,
784,1802-11-11T00:00:00,1875-08-25T00:00:00,Stephan,m,2238,FR,Gutzwiller,,,,,2015-05-17T21:18:19.387,,,,,2238,,,,
785,1855-01-19T00:00:00,1940-01-19T00:00:00,Julius,m,2239,FR,Guyer,,,,,2015-05-17T21:18:19.387,,,,,2239,,,,
786,1894-05-15T00:00:00,1949-12-31T00:00:00,Anton,m,2240,FR,Gwerder,,,,,2015-05-17T21:18:19.387,,,,,2240,,,,
787,1818-01-25T00:00:00,1878-12-15T00:00:00,Zacharias,m,2241,FR,Gysel,,,,,2015-05-17T21:18:19.387,,,,,2241,,,,
788,1816-06-30T00:00:00,1876-06-13T00:00:00,August,m,2242,FR,Gysin,,,,,2015-05-17T21:18:19.387,,,,,2242,,,,
789,1893-12-06T00:00:00,1966-11-24T00:00:00,Paul,m,2243,FR,Gysler,,,,,2015-05-17T21:18:19.387,,,,,2243,,,,
790,1865-08-08T00:00:00,1939-10-15T00:00:00,Robert,m,2244,FR,Haab,,,,,2015-05-17T21:18:19.387,,,Haab,,2244,,,,
791,1834-12-16T00:00:00,1897-10-16T00:00:00,Fr. Heinrich,m,2245,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,,,2245,,,,
792,1868-09-06T00:00:00,1947-02-26T00:00:00,Heinrich,m,2246,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,Häberlin,,2246,,,,
793,1862-11-03T00:00:00,1938-09-19T00:00:00,Hermann,m,2247,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,,,2247,,,,
794,1894-01-19T00:00:00,1975-06-24T00:00:00,Hermann,m,2248,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,,,2248,,,,
795,1817-05-11T00:00:00,1887-07-18T00:00:00,Johann Jakob,m,2249,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,,,2249,,,,
796,1820-03-08T00:00:00,1884-02-14T00:00:00,K. Eduard,m,2250,FR,Häberlin,,,,,2015-05-17T21:18:19.387,,,,,2250,,,,
797,1824-06-16T00:00:00,1891-03-06T00:00:00,Johann,m,2251,FR,Haberstich,,,,,2015-05-17T21:18:19.387,,,,,2251,,,,
798,1904-07-10T00:00:00,1977-01-31T00:00:00,Karl,m,2252,FR,Hackhofer,,,,,2015-05-17T21:18:19.387,,,,,2252,,,,
799,1860-08-21T00:00:00,1937-02-05T00:00:00,Johann Jakob,m,2253,FR,Hadorn,,,,,2015-05-17T21:18:19.387,,,,,2253,,,,
800,1884-10-06T00:00:00,1962-07-14T00:00:00,Werner,m,2254,FR,Hadorn,,,,,2015-05-17T21:18:19.387,,,,,2254,,,,
801,1889-05-18T00:00:00,1972-11-27T00:00:00,Paul,m,2255,FR,Haefelin,,,,,2015-05-17T21:18:19.387,,,,,2255,,,,
802,1862-11-13T00:00:00,1942-11-10T00:00:00,Eduard,m,2256,FR,Häfliger,,,,,2015-05-17T21:18:19.387,,,,,2256,,,,
803,1827-10-16T00:00:00,1891-10-01T00:00:00,Johann Ulrich,m,2257,FR,Hafner,,,,,2015-05-17T21:18:19.387,,,,,2257,,,,
804,1921-07-22T00:00:00,2004-01-19T00:00:00,Walter,m,2258,FR,Hagmann,,,,,2015-05-17T21:18:19.387,,,Hagmann,,2258,,,,
805,1896-05-08T00:00:00,1960-06-08T00:00:00,Georges,m,2259,FR,Haldenwang,,,,,2015-05-17T21:18:19.387,,,,,2259,,,,
806,1827-05-19T00:00:00,1884-08-07T00:00:00,Johannes,m,2260,FR,Hallauer,,,,,2015-05-17T21:18:19.387,,,,,2260,,,,
807,1911-08-31T00:00:00,1969-07-14T00:00:00,Armin,m,2261,FR,Haller,,,,,2015-05-17T21:18:19.387,,,,,2261,,,,
808,1910-06-16T00:00:00,1986-11-07T00:00:00,Ernst,m,2262,FR,Haller,,,,,2015-05-17T21:18:19.387,,,,,2262,,,,
809,1841-06-09T00:00:00,1887-02-02T00:00:00,Theodor,m,2263,FR,Haller,,,,,2015-05-17T21:18:19.387,,,,,2263,,,,
810,1822-03-03T00:00:00,1907-04-06T00:00:00,Joh. Bernhard,m,2264,FR,Hammer,,,,,2015-05-17T21:18:19.387,,,Hammer,,2264,,,,
811,1880-01-17T00:00:00,1944-08-21T00:00:00,Walter,m,2265,FR,Hämmerli,,,,,2015-05-17T21:18:19.387,,,,,2265,,,,
812,1807-04-06T00:00:00,1871-12-08T00:00:00,Joh. Ulrich,m,2266,FR,Hanauer,,,,,2015-05-17T21:18:19.387,,,,,2266,,,,
813,1846-09-01T00:00:00,1908-01-20T00:00:00,Franz Josef,m,2267,FR,Hänggi,,,,,2015-05-17T21:18:19.387,,,,,2267,,,,
814,1833-07-22T00:00:00,1896-04-20T00:00:00,Rudolf,m,2268,FR,Häni,,,,,2015-05-17T21:18:19.387,,,,,2268,,,,
815,1881-09-06T00:00:00,1977-03-18T00:00:00,Emil,m,2269,FR,Hardegger,,,,,2015-05-17T21:18:19.387,,,,,2269,,,,
816,1870-10-23T00:00:00,1935-11-07T00:00:00,Emil,m,2270,FR,Hardmeier,,,,,2015-05-17T21:18:19.387,,,,,2270,,,,
817,1873-01-08T00:00:00,1932-04-17T00:00:00,Georg,m,2271,FR,Hartmann,,,,,2015-05-17T21:18:19.387,,,,,2271,,,,
818,1871-11-14T00:00:00,1941-09-26T00:00:00,Siegfried E.,m,2272,FR,Hartmann,,,,,2015-05-17T21:18:19.387,,,,,2272,,,,
819,1825-01-22T00:00:00,1880-12-24T00:00:00,Joh. Jakob,m,2273,FR,Hasler,,,,,2015-05-17T21:18:19.387,,,,,2273,,,,
820,1811-04-11T00:00:00,1862-01-25T00:00:00,Adolf,m,2274,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2274,,,,
821,1864-01-26T00:00:00,1949-10-07T00:00:00,Edwin,m,2275,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2275,,,,
822,1884-07-03T00:00:00,1941-03-26T00:00:00,Fritz E.,m,2276,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2276,,,,
823,1851-05-29T00:00:00,1905-11-18T00:00:00,Jakob Heinrich,m,2277,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2277,,,,
824,1854-01-03T00:00:00,1913-07-15T00:00:00,Joh. Jakob,m,2278,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2278,,,,
825,1828-06-02T00:00:00,1891-02-08T00:00:00,Johann Jakob,m,2279,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2279,,,,
826,1898-01-29T00:00:00,1979-03-30T00:00:00,Paul,m,2280,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,,,2280,,,,
827,1837-05-01T00:00:00,1902-10-22T00:00:00,Walter,m,2281,FR,Hauser,,,,,2015-05-17T21:18:19.387,,,Hauser,,2281,,,,
828,1792-09-29T00:00:00,1860-03-08T00:00:00,Johann Nepomuk,m,2282,FR,Hautle,,,,,2015-05-17T21:18:19.387,,,,,2282,,,,
829,1841-10-28T00:00:00,1912-06-27T00:00:00,Joseph Albert U.,m,2283,FR,Hautle,,,,,2015-05-17T21:18:19.387,,,,,2283,,,,
830,1921-03-06T00:00:00,2003-03-24T00:00:00,Franz,m,2284,FR,Hayoz,,,,,2015-05-17T21:18:19.387,,,Hayoz,,2284,,,,
831,1829-01-14T00:00:00,1901-03-12T00:00:00,Franz,m,2285,FR,Hediger,,,,,2015-05-17T21:18:19.387,,,,,2285,,,,
832,1917-12-04T00:00:00,1999-01-18T00:00:00,Alfred,m,2286,FR,Heer,,,,,2015-05-17T21:18:19.387,,,,,2286,,,,
833,1843-04-11T00:00:00,1921-10-21T00:00:00,Gottfried,m,2287,FR,Heer,,,,,2015-05-17T21:18:19.387,,,,,2287,,,,
834,1900-09-17T00:00:00,1968-12-23T00:00:00,Heinrich,m,2288,FR,Heer,,,,,2015-05-17T21:18:19.387,,,,,2288,,,,
835,1825-09-25T00:00:00,1879-03-01T00:00:00,Joachim,m,2289,FR,Heer,,,,,2015-05-17T21:18:19.387,,,Heer Joachim,,2289,,,,
836,1873-12-05T00:00:00,1951-01-10T00:00:00,Jakob,m,2290,FR,Hefti,,,,,2015-05-17T21:18:19.387,,,,,2290,,,,
837,1879-04-17T00:00:00,1965-12-27T00:00:00,Melchior,m,2291,FR,Hefti,,,,,2015-05-17T21:18:19.387,,,,,2291,,,,
838,1813-09-08T00:00:00,1879-12-07T00:00:00,Meinrad Jb.,m,2292,FR,Hegner,,,,,2015-05-17T21:18:19.387,,,,,2292,,,,
839,1920-02-02T00:00:00,1976-08-02T00:00:00,Anton,m,2293,FR,Heil,,,,,2015-05-17T21:18:19.387,,,,,2293,,,,
840,1793-02-02T00:00:00,1859-10-30T00:00:00,Franz Joseph,m,2294,FR,Heim,,,,,2015-05-17T21:18:19.387,,,,,2294,,,,
841,1802-11-16T00:00:00,1876-12-22T00:00:00,Johann Heinrich,m,2295,FR,Heim,,,,,2015-05-17T21:18:19.387,,,,,2295,,,,
842,1886-11-28T00:00:00,1961-05-01T00:00:00,Josef,m,2296,FR,Heinzer,,,,,2015-05-17T21:18:19.387,,,,,2296,,,,
843,1850-03-24T00:00:00,1909-01-10T00:00:00,Joh. Philipp,m,2297,FR,Heitz,,,,,2015-05-17T21:18:19.387,,,,,2297,,,,
844,1878-06-12T00:00:00,1964-01-08T00:00:00,Albert,m,2298,FR,Helbling,,,,,2015-05-17T21:18:19.387,,,,,2298,,,,
845,1802-04-11T00:00:00,1873-01-13T00:00:00,Felix,m,2299,FR,Helbling,,,,,2015-05-17T21:18:19.387,,,,,2299,,,,
846,1886-11-10T00:00:00,1973-04-28T00:00:00,Alfred,m,2300,FR,Held,,,,,2015-05-17T21:18:19.387,,,,,2300,,,,
847,1860-09-13T00:00:00,1950-09-28T00:00:00,Emil,m,2301,FR,Heller,,,,,2015-05-17T21:18:19.387,,,,,2301,,,,
848,1850-01-28T00:00:00,1917-06-25T00:00:00,Hermann,m,2302,FR,Heller,,,,,2015-05-17T21:18:19.387,,,,,2302,,,,
849,1807-04-06T00:00:00,1876-04-24T00:00:00,Johann Jak.,m,2303,FR,Heller,,,,,2015-05-17T21:18:19.387,,,,,2303,,,,
850,1889-10-01T00:00:00,1950-03-16T00:00:00,Josef,m,2304,FR,Henggeler,,,,,2015-05-17T21:18:19.387,,,,,2304,,,,
851,1814-05-21T00:00:00,1877-06-14T00:00:00,Wolfgang,m,2305,FR,Henggeler,,,,,2015-05-17T21:18:19.387,,,,,2305,,,,
852,1838-07-21T00:00:00,1905-02-17T00:00:00,Henri-Louis,m,2306,FR,Henry,,,,,2015-05-17T21:18:19.387,,,,,2306,,,,
853,1840-11-06T00:00:00,1919-03-19T00:00:00,Marc,m,2307,FR,Héridier,,,,,2015-05-17T21:18:19.387,,,,,2307,,,,
854,1818-10-21T00:00:00,1888-08-04T00:00:00,Nicolaus,m,2308,FR,Hermann,,,,,2015-05-17T21:18:19.387,,,,,2308,,,,
855,1899-05-11T00:00:00,1971-10-01T00:00:00,Fritz,m,2310,FR,Herren,,,,,2015-05-17T21:18:19.387,,,,,2310,,,,
856,1825-05-05T00:00:00,1888-11-27T00:00:00,Friedrich Wilhelm,m,2311,FR,Hertenstein,,,,,2015-05-17T21:18:19.387,,,Hertenstein,,2311,,,,
857,1829-05-12T00:00:00,1895-08-02T00:00:00,Adam,m,2312,FR,Herzog,,,,,2015-05-17T21:18:19.387,,,,,2312,,,,
858,1898-05-02T00:00:00,1967-06-12T00:00:00,Ernst,m,2313,FR,Herzog,,,,,2015-05-17T21:18:19.387,,,,,2313,,,,
859,1906-06-17T00:00:00,1995-06-28T00:00:00,Heinrich,m,2314,FR,Herzog,,,,,2015-05-17T21:18:19.387,,,,,2314,,,,
860,1847-01-28T00:00:00,1919-12-04T00:00:00,Heinrich,m,2315,FR,Hess,,,,,2015-05-17T21:18:19.387,,,,,2315,,,,
861,1832-03-15T00:00:00,1915-01-04T00:00:00,Josef Anton,m,2316,FR,Hess,,,,,2015-05-17T21:18:19.387,,,,,2316,,,,
862,1908-02-15T00:00:00,2001-07-22T00:00:00,Konrad,m,2317,FR,Hess,,,,,2015-05-17T21:18:19.387,,,Hess Konrad,,2317,,,,
863,1897-09-21T00:00:00,1988-12-13T00:00:00,Otto (senior),m,2318,FR,Hess,,,,,2015-05-17T21:18:19.387,,,Hess Otto (senior),,2318,,,,
864,1843-12-30T00:00:00,1899-12-17T00:00:00,Urs V. A.,m,2319,FR,Heutschi,,,,,2015-05-17T21:18:19.387,,,,,2319,,,,
865,1861-01-23T00:00:00,1909-10-16T00:00:00,J. K. Ferdinand,m,2320,FR,Hidber,,,,,2015-05-17T21:18:19.387,,,,,2320,,,,
866,1833-06-19T00:00:00,1885-02-01T00:00:00,Jakob,m,2321,FR,Hildebrand,,,,,2015-05-17T21:18:19.387,,,,,2321,,,,
867,1855-06-28T00:00:00,1935-03-16T00:00:00,Josef,m,2322,FR,Hildebrand,,,,,2015-05-17T21:18:19.387,,,,,2322,,,,
